symbol,date,trade_id,verdict,violation_type,confidence,rationale,remark_draft
BTCUSDT,2026-02-28,BTCUSDT_00000500,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003823,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002477,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001123,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004213,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001130,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001118,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001767,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000815,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003467,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000343,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000565,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000163,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000073,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001702,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003644,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000627,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003589,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003819,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002415,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000639,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002542,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004539,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002323,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004291,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003329,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003683,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002895,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003882,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001300,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003610,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002334,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004624,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001685,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001364,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003205,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002452,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001316,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000943,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002248,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003435,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001581,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000803,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000689,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004868,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004141,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004913,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001998,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000341,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000990,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000417,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000400,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003337,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000631,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00003978,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002420,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004437,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002869,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001475,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00000288,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00001789,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004537,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002613,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00004323,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-02-28,BTCUSDT_00002022,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00003212,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00000451,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00001303,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00002669,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00002610,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00000872,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00001517,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00001605,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00003520,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00002473,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-01,ETHUSDT_00001709,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000025,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003032,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003024,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001546,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000483,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003696,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002507,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003060,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000200,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002567,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000906,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001638,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003468,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000324,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002529,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002995,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002078,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002640,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002299,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000380,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001788,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002122,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001398,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001402,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001724,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001599,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003904,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002346,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003033,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001625,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002531,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001993,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002833,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003573,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000655,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002301,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003001,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002537,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002146,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001000,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002323,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003523,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000096,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001866,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003183,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003327,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001813,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001486,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001442,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002994,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000285,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002677,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003645,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002408,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002109,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003791,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002615,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002015,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003792,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001626,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00000784,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00002160,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00001931,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-02,ETHUSDT_00003709,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00000018,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00000302,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00001257,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00000976,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00000045,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00002892,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00002444,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00000925,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00003961,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00000224,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00001968,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00002903,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00003010,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00002115,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00001923,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00003870,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00002335,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00001021,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00003479,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-03,ETHUSDT_00003211,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00001248,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00003786,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00003478,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00002141,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00001501,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00001760,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00000340,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00001782,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00001492,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00002819,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00002298,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00000440,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00002692,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00003888,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00003636,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00000548,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00000406,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00001514,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00001520,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00003322,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00000125,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00001801,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-04,ETHUSDT_00000595,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002156,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002350,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002653,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002948,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002317,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000715,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003442,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001030,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002785,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000341,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002413,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001012,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001851,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003423,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000876,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003817,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003973,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002054,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003170,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001217,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001465,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000944,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000576,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000959,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003485,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003998,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003130,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003503,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001610,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002829,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001125,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000059,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001323,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002077,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001390,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000112,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000626,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001013,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000234,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003772,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001579,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003346,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003883,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002775,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001716,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001535,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000807,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003316,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000005,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00002145,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00003855,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00001553,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
ETHUSDT,2026-01-05,ETHUSDT_00000978,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
